,duration,Text,InteractionType,ID,time,segment,InteractionType1
222,15,Armsdealing 81,Draging,Armsdealing 81,1073.0,4,4
223,6,Armsdealing 85,Mouse_hover,Armsdealing 85,1084.9,4,1
224,63,Armsdealing 85,Draging,Armsdealing 85,1086.4,4,4
225,5,Armsdealing 69,Reading,Armsdealing 69,1093.1,4,6
226,5,Armsdealing 69,Reading,Armsdealing 69,1093.9,4,6
228,110,Armsdealing 81,Mouse_hover,Armsdealing 81,1119.1,4,1
229,9,Armsdealing 69,Reading,Armsdealing 69,1130.2,4,6
230,10,Some guy X sold weapons from Nigeria to somewhere else. Minsky sold guns to Yemen,Add note,0,1140.2,4,8
231,674,Armsdealing 85,Doc_open,Armsdealing 85,1213.9,4,5
232,10,Armsdealing 85,Reading,Armsdealing 85,1214.0,4,6
233,10,Armsdealing 85,Draging,Armsdealing 85,1214.8,4,4
234,9,Armsdealing 85,Reading,Armsdealing 85,1216.8,4,6
235,17,Armsdealing 85,Reading,Armsdealing 85,1218.8,4,6
236,373,Armsdealing 85,Reading,Armsdealing 85,1220.7,4,6
237,8,Armsdealing 85,Draging,Armsdealing 85,1281.9,4,4
238,2290,Armsdealing 81,Doc_open,Armsdealing 81,1283.5,4,5
239,8,Armsdealing 81,Reading,Armsdealing 81,1283.6,4,6
240,9,Armsdealing 81,Draging,Armsdealing 81,1284.1,4,4
241,82,Armsdealing 81,Reading,Armsdealing 81,1292.2,4,6
242,19,Armsdealing 85,Draging,Armsdealing 85,1301.3,4,4
243,5,Armsdealing 81,Reading,Armsdealing 81,1303.3,4,6
244,33,Armsdealing 81,Reading,Armsdealing 81,1304.2,4,6
245,22,Armsdealing 81,Draging,Armsdealing 81,1304.8,4,4
246,11,Armsdealing 85,Draging,Armsdealing 85,1308.4,4,4
247,5,Armsdealing 81,Reading,Armsdealing 81,1309.6,4,6
248,177,Armsdealing 81,Reading,Armsdealing 81,1310.1,4,6
249,148,Armsdealing 81,Reading,Armsdealing 81,1328.0,4,6
251,10,TO DO THIS IT BECOMES ABSOLUTELY NECESSARY FOR US TO OFFICIALISE THE FUNDS TRANSFER PROCESS MAKING IT TAKE THE SEMBLANCE OF AN ACTUAL CONTRACT PAYMENT.,Highlight,Armsdealing 81,1344.7,4,0
252,11,Armsdealing 81,Reading,Armsdealing 81,1344.9,4,6
253,80,Armsdealing 81,Reading,Armsdealing 81,1346.2,4,6
254,649,Armsdealing 81,Reading,Armsdealing 81,1355.6,4,6
256,9,Armsdealing 81,Reading,Armsdealing 81,1431.5,4,6
257,139,Armsdealing 81,Reading,Armsdealing 81,1434.7,4,6
258,5,Armsdealing 81,Reading,Armsdealing 81,1449.0,4,6
260,5,Armsdealing 81,Reading,Armsdealing 81,1510.3,4,6
261,7,Armsdealing 81,Draging,Armsdealing 81,1513.2,4,4
262,8,Armsdealing 81,Mouse_hover,Armsdealing 81,1514.5,4,1
263,9,Armsdealing 85,Mouse_hover,Armsdealing 85,1516.4,4,1
264,22,Armsdealing 81,Mouse_hover,Armsdealing 81,1517.6,4,1
265,14,Armsdealing 85,Mouse_hover,Armsdealing 85,1520.4,4,1
266,13,Armsdealing 85,Mouse_hover,Armsdealing 85,1523.0,4,1
267,8,Armsdealing 81,Mouse_hover,Armsdealing 81,1526.0,4,1
268,19,Armsdealing 85,Mouse_hover,Armsdealing 85,1527.0,4,1
269,10,"ArmsDealing81,ArmsDealing85",Connection,"ArmsDealing81,ArmsDealing85",1528.2,4,9
270,6,Armsdealing 85,Mouse_hover,Armsdealing 85,1530.3,4,1
271,18,Armsdealing 85,Draging,Armsdealing 85,1531.0,4,4
272,13,Armsdealing 72,Draging,Armsdealing 72,1534.2,4,4
273,17,Armsdealing 72,Mouse_hover,Armsdealing 72,1537.4,4,1
274,10,Armsdealing 72,Mouse_hover,Armsdealing 72,1540.9,4,1
275,11,Armsdealing 72,Mouse_hover,Armsdealing 72,1542.2,4,1
276,10,"ArmsDealing65,ArmsDealing72",Connection,"ArmsDealing65,ArmsDealing72",1542.5,4,9
277,18,Armsdealing 72,Draging,Armsdealing 72,1544.5,5,4
278,11,Armsdealing 26,Mouse_hover,Armsdealing 26,1547.8,5,1
279,5,Armsdealing 69,Reading,Armsdealing 69,1560.6,5,6
280,16,Armsdealing 24,Mouse_hover,Armsdealing 24,1561.0,5,1
281,46,Armsdealing 69,Reading,Armsdealing 69,1562.6,5,6
282,20,Armsdealing 86,Mouse_hover,Armsdealing 86,1569.1,5,1
283,13,Armsdealing 87,Mouse_hover,Armsdealing 87,1571.1,5,1
284,6,Armsdealing 88,Mouse_hover,Armsdealing 88,1572.4,5,1
285,6,Armsdealing 89,Mouse_hover,Armsdealing 89,1573.0,5,1
286,6,Armsdealing 91,Mouse_hover,Armsdealing 91,1573.8,5,1
287,22,Armsdealing 92,Mouse_hover,Armsdealing 92,1574.4,5,1
288,5,Armsdealing 69,Reading,Armsdealing 69,1576.6,5,6
289,5,Armsdealing 69,Reading,Armsdealing 69,1589.1,5,6
290,6,Armsdealing 89,Mouse_hover,Armsdealing 89,1590.6,5,1
291,10,Armsdealing 91,Mouse_hover,Armsdealing 91,1591.2,5,1
292,57,Armsdealing 96,Mouse_hover,Armsdealing 96,1593.3,5,1
293,17,Armsdealing 58,Mouse_hover,Armsdealing 58,1600.4,5,1
294,11,Armsdealing 65,Mouse_hover,Armsdealing 65,1605.1,5,1
295,5,Armsdealing 69,Reading,Armsdealing 69,1607.1,5,6
296,5,Armsdealing 69,Reading,Armsdealing 69,1607.7,5,6
297,7,Armsdealing 69,Reading,Armsdealing 69,1608.3,5,6
298,13,Armsdealing 102,Mouse_hover,Armsdealing 102,1619.9,5,1
299,21,Armsdealing 101,Mouse_hover,Armsdealing 101,1621.2,5,1
300,15,Armsdealing 72,Mouse_hover,Armsdealing 72,1634.2,5,1
301,5,Armsdealing 69,Reading,Armsdealing 69,1635.9,5,6
303,5,Armsdealing 69,Reading,Armsdealing 69,1649.5,5,6
304,20,Armsdealing 53,Mouse_hover,Armsdealing 53,1657.1,5,1
305,11,Armsdealing 6,Mouse_hover,Armsdealing 6,1659.1,5,1
306,8,Armsdealing 5,Mouse_hover,Armsdealing 5,1660.2,5,1
307,7,Armsdealing 4,Mouse_hover,Armsdealing 4,1661.0,5,1
308,6,Armsdealing 4,Mouse_hover,Armsdealing 4,1662.2,5,1
309,6,Armsdealing 5,Mouse_hover,Armsdealing 5,1662.8,5,1
310,17,Armsdealing 6,Mouse_hover,Armsdealing 6,1666.0,5,1
311,11,Armsdealing 5,Mouse_hover,Armsdealing 5,1667.7,5,1
312,25,Armsdealing 5,Mouse_hover,Armsdealing 5,1669.1,5,1
313,12,Armsdealing 6,Mouse_hover,Armsdealing 6,1671.6,5,1
314,6,Armsdealing 52,Mouse_hover,Armsdealing 52,1673.0,5,1
315,9,Armsdealing 31,Mouse_hover,Armsdealing 31,1677.3,5,1
316,38,Armsdealing 6,Draging,Armsdealing 6,1679.2,5,4
317,19,Armsdealing 69,Draging,Armsdealing 69,1684.9,5,4
318,18,Armsdealing 6,Draging,Armsdealing 6,1689.6,5,4
319,6,Armsdealing 5,Mouse_hover,Armsdealing 5,1692.2,5,1
320,9,Armsdealing 5,Draging,Armsdealing 5,1692.9,5,4
322,10,Armsdealing 4,Draging,Armsdealing 4,1694.7,5,4
323,19,Armsdealing 27,Draging,Armsdealing 27,1696.6,5,4
324,17,Armsdealing 56,Mouse_hover,Armsdealing 56,1712.4,5,1
325,105,Armsdealing 56,Doc_open,Armsdealing 56,1715.4,5,5
326,68,Armsdealing 56,Reading,Armsdealing 56,1715.5,5,6
327,0, Looking at other countries in the list (type 2) [top-down],Topic_change,top-down,1717.2,5,3
328,10,2009,Search,0,1724.4,5,2
329,27,Armsdealing 28,Draging,Armsdealing 28,1729.4,5,4
330,12,Armsdealing 29,Mouse_hover,Armsdealing 29,1732.7,5,1
331,23,Armsdealing 29,Draging,Armsdealing 29,1734.0,5,4
332,35,Armsdealing 30,Draging,Armsdealing 30,1737.0,5,4
333,13,Armsdealing 31,Mouse_hover,Armsdealing 31,1740.8,5,1
334,25,Armsdealing 54,Mouse_hover,Armsdealing 54,1742.1,5,1
335,10,Iran,Search,0,1766.3,5,2
336,23,Armsdealing 11,Mouse_hover,Armsdealing 11,1768.8,5,1
337,177,Armsdealing 11,Doc_open,Armsdealing 11,1771.2,5,5
338,5,Armsdealing 11,Reading,Armsdealing 11,1771.3,5,6
339,15,Armsdealing 34,Mouse_hover,Armsdealing 34,1790.0,5,1
340,161,Armsdealing 34,Doc_open,Armsdealing 34,1791.6,5,5
341,10,Armsdealing 60,Mouse_hover,Armsdealing 60,1808.3,5,1
342,37,Armsdealing 60,Doc_open,Armsdealing 60,1809.4,5,5
343,6,Armsdealing 64,Mouse_hover,Armsdealing 64,1813.6,6,1
344,109,Armsdealing 64,Doc_open,Armsdealing 64,1814.3,6,5
345,206,Armsdealing 71,Doc_open,Armsdealing 71,1826.6,6,5
346,10,Armsdealing 71,Reading,Armsdealing 71,1826.7,6,6
347,16,Armsdealing 89,Mouse_hover,Armsdealing 89,1827.9,6,1
348,6,Armsdealing 64,Mouse_hover,Armsdealing 64,1847.2,6,1
349,10,2009,Search,0,1861.4,6,2
350,13,Armsdealing 28,Mouse_hover,Armsdealing 28,1863.4,6,1
351,29,Armsdealing 3,Mouse_hover,Armsdealing 3,1864.7,6,1
352,84,Armsdealing 51,Mouse_hover,Armsdealing 51,1868.2,6,1
353,9,Armsdealing 65,Mouse_hover,Armsdealing 65,1884.6,6,1
354,6,Armsdealing 65,Draging,Armsdealing 65,1886.6,6,4
355,15,Armsdealing 72,Draging,Armsdealing 72,1887.9,6,4
356,7,Armsdealing 69,Draging,Armsdealing 69,1890.4,6,4
357,7,Armsdealing 26,Mouse_hover,Armsdealing 26,1892.4,6,1
358,19,Armsdealing 25,Draging,Armsdealing 25,1895.3,6,4
359,6,Armsdealing 28,Mouse_hover,Armsdealing 28,1898.0,6,1
360,21,Armsdealing 28,Draging,Armsdealing 28,1898.7,6,4
361,18,Armsdealing 29,Draging,Armsdealing 29,1903.5,6,4
362,7,Armsdealing 28,Draging,Armsdealing 28,1906.1,6,4
363,9,Armsdealing 29,Draging,Armsdealing 29,1907.6,6,4
365,17,Armsdealing 30,Draging,Armsdealing 30,1910.0,6,4
366,27,Armsdealing 51,Draging,Armsdealing 51,1913.1,6,4
367,24,Armsdealing 52,Draging,Armsdealing 52,1917.4,6,4
368,33,Armsdealing 53,Draging,Armsdealing 53,1921.9,6,4
369,9,Armsdealing 53,Draging,Armsdealing 53,1925.8,6,4
370,12,Armsdealing 54,Draging,Armsdealing 54,1928.2,6,4
371,7,Armsdealing 54,Draging,Armsdealing 54,1930.6,6,4
372,19,Armsdealing 77,Draging,Armsdealing 77,1932.6,6,4
373,24,Armsdealing 56,Draging,Armsdealing 56,1935.8,6,4
374,26,Armsdealing 84,Draging,Armsdealing 84,1939.6,6,4
375,11,Armsdealing 83,Mouse_hover,Armsdealing 83,1942.8,6,1
376,26,Armsdealing 87,Draging,Armsdealing 87,1944.6,6,4
377,21,Armsdealing 88,Draging,Armsdealing 88,1948.7,6,4
378,16,Armsdealing 89,Draging,Armsdealing 89,1952.1,6,4
379,12,Armsdealing 90,Draging,Armsdealing 90,1955.2,6,4
380,21,Armsdealing 70,Draging,Armsdealing 70,1957.9,6,4
381,7,Armsdealing 71,Draging,Armsdealing 71,1961.1,6,4
382,15,Armsdealing 71,Draging,Armsdealing 71,1962.6,6,4
383,10,Kenya,Search,0,1973.8,6,2
384,9,Armsdealing 68,Draging,Armsdealing 68,1978.7,6,4
385,10,Armsdealing 68,Mouse_hover,Armsdealing 68,1981.8,6,1
386,43,Armsdealing 68,Doc_open,Armsdealing 68,1982.9,6,5
387,13,Armsdealing 101,Mouse_hover,Armsdealing 101,1989.2,6,1
388,131,Armsdealing 101,Doc_open,Armsdealing 101,1990.6,6,5
390,7,Armsdealing 101,Draging,Armsdealing 101,2004.8,6,4
391,6,Armsdealing 101,Mouse_hover,Armsdealing 101,2006.7,6,1
392,27,Armsdealing 102,Doc_open,Armsdealing 102,2007.9,6,5
393,5,Armsdealing 102,Reading,Armsdealing 102,2008.0,6,6
394,28,Armsdealing 68,Draging,Armsdealing 68,2011.4,6,4
395,6,Armsdealing 102,Mouse_hover,Armsdealing 102,2014.8,6,1
396,37,Armsdealing 102,Draging,Armsdealing 102,2015.5,6,4
397,8,Armsdealing 102,Draging,Armsdealing 102,2019.9,6,4
398,9,Armsdealing 68,Mouse_hover,Armsdealing 68,2021.1,6,1
399,14,Armsdealing 102,Mouse_hover,Armsdealing 102,2022.1,6,1
400,10,"ArmsDealing68,ArmsDealing102",Connection,"ArmsDealing68,ArmsDealing102",2023.2,6,9
401,6,Armsdealing 68,Mouse_hover,Armsdealing 68,2023.6,6,1
402,6,Armsdealing 68,Draging,Armsdealing 68,2024.3,6,4
403,7,Armsdealing 81,Draging,Armsdealing 81,2025.4,6,4
404,6,Armsdealing 102,Draging,Armsdealing 102,2026.8,6,4
405,15,Armsdealing 30,Mouse_hover,Armsdealing 30,2032.3,6,1
406,18,Armsdealing 30,Draging,Armsdealing 30,2033.9,6,4
407,5908,Armsdealing 30,Doc_open,Armsdealing 30,2037.1,6,5
408,428,Armsdealing 30,Reading,Armsdealing 30,2037.2,6,6
410,19,Armsdealing 30,Draging,Armsdealing 30,2077.6,6,4
411,8,Armsdealing 68,Draging,Armsdealing 68,2080.8,6,4
412,26,Armsdealing 102,Draging,Armsdealing 102,2082.4,6,4
413,56,Armsdealing 30,Reading,Armsdealing 30,2085.2,6,6
414,24,Armsdealing 30,Reading,Armsdealing 30,2099.9,6,6
415,5,Armsdealing 30,Reading,Armsdealing 30,2102.6,6,6
416,8,Armsdealing 81,Mouse_hover,Armsdealing 81,2103.4,6,1
417,16,Armsdealing 81,Draging,Armsdealing 81,2104.3,6,4
418,15,Armsdealing 71,Mouse_hover,Armsdealing 71,2108.7,6,1
419,6,Armsdealing 70,Mouse_hover,Armsdealing 70,2110.2,6,1
420,10,Syria,Search,0,2117.3,6,2
421,8,Armsdealing 71,Mouse_hover,Armsdealing 71,2118.7,6,1
422,4296,Armsdealing 71,Doc_open,Armsdealing 71,2119.6,6,5
423,16,Armsdealing 71,Reading,Armsdealing 71,2119.7,6,6
424,116,Armsdealing 71,Reading,Armsdealing 71,2121.9,6,6
425,5,Armsdealing 71,Reading,Armsdealing 71,2139.8,6,6
426,6,Armsdealing 70,Mouse_hover,Armsdealing 70,2140.0,6,1
427,5,Armsdealing 71,Reading,Armsdealing 71,2143.1,6,6
428,5,Armsdealing 30,Reading,Armsdealing 30,2143.2,6,6
429,10,Armsdealing 22,Draging,Armsdealing 22,2145.1,6,4
430,146,Armsdealing 22,Doc_open,Armsdealing 22,2146.9,6,5
431,22,Armsdealing 22,Draging,Armsdealing 22,2147.8,7,4
432,6,Armsdealing 22,Draging,Armsdealing 22,2162.2,7,4
433,9,Armsdealing 17,Draging,Armsdealing 17,2164.1,7,4
434,133,Armsdealing 17,Doc_open,Armsdealing 17,2165.8,7,5
435,14,Armsdealing 17,Draging,Armsdealing 17,2179.7,7,4
436,5,Armsdealing 30,Reading,Armsdealing 30,2181.4,7,6
437,54,Armsdealing 81,Mouse_hover,Armsdealing 81,2182.0,7,1
438,11,Armsdealing 30,Reading,Armsdealing 30,2189.9,7,6
439,10,Lebanon,Search,0,2198.2,7,2
440,8,Armsdealing 28,Draging,Armsdealing 28,2200.1,8,4
441,174,Armsdealing 28,Doc_open,Armsdealing 28,2201.4,8,5
442,9,Armsdealing 28,Mouse_hover,Armsdealing 28,2221.1,8,1
443,10,Note,Create Note,0,2223.7,8,7
444,10,Onyangn and otieno and Nahid Owiti from Kenya,Add note,0,2225.2,8,8
445,6,Armsdealing 28,Mouse_hover,Armsdealing 28,2234.8,9,1
446,3029,Armsdealing 28,Doc_open,Armsdealing 28,2235.5,9,5
447,38,Armsdealing 28,Reading,Armsdealing 28,2235.6,9,6
448,9,Armsdealing 30,Reading,Armsdealing 30,2240.2,9,6
449,6,Armsdealing 68,Mouse_hover,Armsdealing 68,2242.2,9,1
450,604,Armsdealing 68,Doc_open,Armsdealing 68,2243.6,9,5
451,18,Armsdealing 68,Reading,Armsdealing 68,2243.7,9,6
452,5,Armsdealing 68,Reading,Armsdealing 68,2303.0,9,6
453,21,Armsdealing 30,Reading,Armsdealing 30,2305.6,9,6
454,17,Armsdealing 30,Reading,Armsdealing 30,2308.9,9,6
455,9,Armsdealing 30,Draging,Armsdealing 30,2309.5,9,4
456,5,Armsdealing 28,Reading,Armsdealing 28,2318.9,9,6
457,5,Armsdealing 28,Reading,Armsdealing 28,2320.0,9,6
458,14,Armsdealing 28,Reading,Armsdealing 28,2320.2,9,6
459,7,Armsdealing 30,Reading,Armsdealing 30,2321.8,9,6
460,5,Armsdealing 30,Reading,Armsdealing 30,2322.9,9,6
461,5,Armsdealing 28,Reading,Armsdealing 28,2340.0,9,6
462,5,Armsdealing 28,Reading,Armsdealing 28,2348.8,9,6
463,18,Armsdealing 28,Reading,Armsdealing 28,2372.3,9,6
464,6,Armsdealing 28,Reading,Armsdealing 28,2374.5,9,6
466,21,Armsdealing 30,Reading,Armsdealing 30,2384.9,9,6
467,11,Armsdealing 30,Reading,Armsdealing 30,2389.6,9,6
468,13,Armsdealing 102,Draging,Armsdealing 102,2391.4,9,4
469,15,Armsdealing 30,Reading,Armsdealing 30,2395.1,9,6
470,20,Armsdealing 102,Mouse_hover,Armsdealing 102,2397.1,9,1
471,11,Armsdealing 102,Draging,Armsdealing 102,2399.6,9,4
472,34,Armsdealing 30,Reading,Armsdealing 30,2401.9,9,6
473,6,Armsdealing 30,Draging,Armsdealing 30,2403.3,9,4
474,16,Armsdealing 81,Mouse_hover,Armsdealing 81,2411.9,9,1
475,10,Armsdealing 81,Mouse_hover,Armsdealing 81,2414.4,9,1
476,49,Armsdealing 30,Reading,Armsdealing 30,2415.5,9,6
477,5,Armsdealing 28,Reading,Armsdealing 28,2420.5,9,6
478,5,Armsdealing 30,Reading,Armsdealing 30,2422.2,9,6
479,151,Armsdealing 30,Reading,Armsdealing 30,2422.9,9,6
481,8,Armsdealing 30,Reading,Armsdealing 30,2464.6,9,6
482,24,Armsdealing 30,Reading,Armsdealing 30,2465.6,9,6
483,5,Armsdealing 30,Reading,Armsdealing 30,2468.2,9,6
484,5,Armsdealing 28,Reading,Armsdealing 28,2469.3,9,6
485,5,Armsdealing 28,Reading,Armsdealing 28,2469.6,9,6
486,32,Armsdealing 5,Mouse_hover,Armsdealing 5,2477.8,9,1
487,5,Armsdealing 28,Reading,Armsdealing 28,2481.7,9,6
488,5,Armsdealing 30,Reading,Armsdealing 30,2503.2,9,6
489,5,Armsdealing 30,Reading,Armsdealing 30,2503.6,9,6
490,33,Armsdealing 17,Mouse_hover,Armsdealing 17,2504.4,9,1
491,135,Armsdealing 4,Mouse_hover,Armsdealing 4,2508.3,9,1
492,5,Armsdealing 28,Reading,Armsdealing 28,2533.1,9,6
493,18,Armsdealing 28,Draging,Armsdealing 28,2539.2,9,4
494,7,Armsdealing 56,Mouse_hover,Armsdealing 56,2542.1,9,1
495,6,Armsdealing 56,Mouse_hover,Armsdealing 56,2542.8,9,1
496,10,Armsdealing 56,Draging,Armsdealing 56,2543.5,9,4
497,5,Armsdealing 71,Reading,Armsdealing 71,2544.9,9,6
498,5,Armsdealing 71,Reading,Armsdealing 71,2545.7,9,6
499,7,Armsdealing 71,Draging,Armsdealing 71,2547.8,9,4
500,11,Armsdealing 56,Mouse_hover,Armsdealing 56,2550.5,9,1
502,138,Armsdealing 56,Doc_open,Armsdealing 56,2551.7,9,5
504,15,Armsdealing 70,Mouse_hover,Armsdealing 70,2567.5,9,1
505,2971,Armsdealing 70,Doc_open,Armsdealing 70,2569.1,9,5
506,5,Armsdealing 70,Reading,Armsdealing 70,2569.2,10,6
507,185,Armsdealing 70,Reading,Armsdealing 70,2574.0,10,6
509,13,Armsdealing 28,Mouse_hover,Armsdealing 28,2607.9,10,1
510,55,Armsdealing 29,Mouse_hover,Armsdealing 29,2609.2,10,1
511,5,Armsdealing 30,Reading,Armsdealing 30,2615.3,10,6
512,10,Armsdealing 30,Reading,Armsdealing 30,2615.5,10,6
514,5,Armsdealing 70,Reading,Armsdealing 70,2639.8,10,6
515,58,Armsdealing 70,Reading,Armsdealing 70,2640.2,10,6
516,10,May 2009,Search,0,2658.8,10,2
517,17,Armsdealing 56,Mouse_hover,Armsdealing 56,2668.1,10,1
518,67,Armsdealing 70,Reading,Armsdealing 70,2670.3,10,6
520,10,Pakistan,Search,0,2699.2,10,2
521,79,Armsdealing 52,Doc_open,Armsdealing 52,2708.1,10,5
523,10,Armsdealing 52,Draging,Armsdealing 52,2717.3,10,4
524,15,Armsdealing 52,Mouse_hover,Armsdealing 52,2719.4,10,1
525,6,Armsdealing 52,Mouse_hover,Armsdealing 52,2721.1,10,1
526,512,Armsdealing 52,Doc_open,Armsdealing 52,2721.8,10,5
527,28,Armsdealing 52,Reading,Armsdealing 52,2721.9,10,6
528,268,Armsdealing 52,Reading,Armsdealing 52,2732.8,10,6
530,5,Armsdealing 52,Reading,Armsdealing 52,2771.4,10,6
531,19,Armsdealing 54,Mouse_hover,Armsdealing 54,2774.5,10,1
532,6,Armsdealing 53,Mouse_hover,Armsdealing 53,2776.5,10,1
533,202,Armsdealing 53,Doc_open,Armsdealing 53,2777.2,10,5
534,7,Armsdealing 52,Mouse_hover,Armsdealing 52,2797.8,10,1
535,40,Armsdealing 52,Doc_open,Armsdealing 52,2798.6,10,5
536,6,Armsdealing 54,Mouse_hover,Armsdealing 54,2803.0,10,1
537,382,Armsdealing 54,Doc_open,Armsdealing 54,2803.7,10,5
538,194,Armsdealing 54,Reading,Armsdealing 54,2803.8,10,6
539,10,Armsdealing 52,Mouse_hover,Armsdealing 52,2823.2,10,1
540,5,Armsdealing 54,Reading,Armsdealing 54,2824.2,10,6
541,10,"Saudi Arabia,",Search,0,2852.7,10,2
542,10,Saudi Arabia,Search,0,2859.2,11,2
543,10,Armsdealing 70,Reading,Armsdealing 70,2864.2,11,6
544,6,Armsdealing 88,Mouse_hover,Armsdealing 88,2866.2,11,1
546,16,Armsdealing 56,Mouse_hover,Armsdealing 56,2868.8,11,1
547,26,Armsdealing 51,Mouse_hover,Armsdealing 51,2886.1,11,1
548,12,Armsdealing 95,Mouse_hover,Armsdealing 95,2890.0,11,1
549,6,Armsdealing 96,Mouse_hover,Armsdealing 96,2891.2,11,1
550,114,Armsdealing 96,Doc_open,Armsdealing 96,2891.9,11,5
551,26,Armsdealing 96,Draging,Armsdealing 96,2893.8,12,4
552,17,Armsdealing 96,Draging,Armsdealing 96,2903.8,12,4
553,8,Armsdealing 63,Mouse_hover,Armsdealing 63,2906.1,12,1
554,779,Armsdealing 63,Doc_open,Armsdealing 63,2907.0,12,5
555,484,Armsdealing 63,Reading,Armsdealing 63,2907.1,13,6
557,282,Armsdealing 92,Mouse_hover,Armsdealing 92,2955.5,13,1
559,5,Armsdealing 63,Reading,Armsdealing 63,2983.8,13,6
560,10,Venezuela,Search,0,2992.2,13,2
561,9,Armsdealing 6,Mouse_hover,Armsdealing 6,2994.4,13,1
562,219,Armsdealing 6,Doc_open,Armsdealing 6,2995.4,13,5
563,43,Armsdealing 5,Mouse_hover,Armsdealing 5,3018.0,14,1
564,6632,Armsdealing 5,Doc_open,Armsdealing 5,3022.4,14,5
565,41,Armsdealing 5,Reading,Armsdealing 5,3022.5,14,6
566,7,Armsdealing 72,Mouse_hover,Armsdealing 72,3027.4,14,1
567,5,Armsdealing 5,Reading,Armsdealing 5,3038.7,14,6
568,5,Armsdealing 5,Reading,Armsdealing 5,3039.7,14,6
569,5,Armsdealing 5,Reading,Armsdealing 5,3040.2,14,6
570,14,Armsdealing 78,Mouse_hover,Armsdealing 78,3043.0,14,1
571,41,Armsdealing 5,Reading,Armsdealing 5,3052.5,14,6
572,13,Armsdealing 90,Mouse_hover,Armsdealing 90,3060.7,14,1
573,22,Armsdealing 90,Doc_open,Armsdealing 90,3062.1,14,5
574,8,Armsdealing 89,Mouse_hover,Armsdealing 89,3069.9,14,1
575,167,Armsdealing 89,Doc_open,Armsdealing 89,3070.8,14,5
576,11,Armsdealing 90,Mouse_hover,Armsdealing 90,3088.5,14,1
577,9,Armsdealing 90,Mouse_hover,Armsdealing 90,3091.5,14,1
578,74,Armsdealing 88,Doc_open,Armsdealing 88,3093.4,14,5
579,66,Armsdealing 87,Doc_open,Armsdealing 87,3101.9,15,5
581,9,Armsdealing 84,Mouse_hover,Armsdealing 84,3109.2,15,1
582,24,Armsdealing 88,Mouse_hover,Armsdealing 88,3110.3,15,1
583,46,Armsdealing 88,Doc_open,Armsdealing 88,3112.8,15,5
584,11,Armsdealing 89,Mouse_hover,Armsdealing 89,3117.8,15,1
585,218,Armsdealing 89,Doc_open,Armsdealing 89,3119.0,15,5
586,58,Armsdealing 90,Doc_open,Armsdealing 90,3141.8,15,5
587,37,Armsdealing 70,Mouse_hover,Armsdealing 70,3147.8,15,1
588,7,Armsdealing 52,Mouse_hover,Armsdealing 52,3151.8,15,1
589,8,Armsdealing 54,Mouse_hover,Armsdealing 54,3152.6,15,1
590,56,Armsdealing 54,Doc_open,Armsdealing 54,3153.5,15,5
591,10,Armsdealing 54,Reading,Armsdealing 54,3153.6,15,6
592,31,Armsdealing 54,Reading,Armsdealing 54,3155.2,15,6
593,13,Armsdealing 53,Mouse_hover,Armsdealing 53,3159.5,15,1
594,15,Armsdealing 53,Doc_open,Armsdealing 53,3160.9,15,5
595,7,Armsdealing 51,Mouse_hover,Armsdealing 51,3163.3,15,1
596,356,Armsdealing 51,Doc_open,Armsdealing 51,3164.1,15,5
597,52,Armsdealing 25,Doc_open,Armsdealing 25,3201.4,15,5
598,6,Armsdealing 25,Mouse_hover,Armsdealing 25,3216.6,15,1
599,272,Armsdealing 25,Doc_open,Armsdealing 25,3217.3,15,5
600,18,Armsdealing 25,Reading,Armsdealing 25,3217.4,15,6
601,5,Armsdealing 25,Reading,Armsdealing 25,3220.5,15,6
604,12,Armsdealing 87,Mouse_hover,Armsdealing 87,3245.7,15,1
605,7,Armsdealing 84,Mouse_hover,Armsdealing 84,3246.9,15,1
606,510,Armsdealing 25,Doc_open,Armsdealing 25,3252.3,15,5
607,82,Armsdealing 25,Reading,Armsdealing 25,3252.4,15,6
608,44,Armsdealing 25,Reading,Armsdealing 25,3261.6,15,6
609,0, What's the meeting in Dubai about (type 1)[top-down],Topic_change,top-down,3263.2,15,3
610,10,Burj,Search,0,3267.1,15,2
611,49,Armsdealing 25,Reading,Armsdealing 25,3267.3,15,6
612,10,Armsdealing 25,Draging,Armsdealing 25,3271.4,15,4
613,330,Armsdealing 29,Doc_open,Armsdealing 29,3273.5,15,5
614,74,Armsdealing 29,Reading,Armsdealing 29,3273.6,16,6
615,137,Armsdealing 28,Mouse_hover,Armsdealing 28,3281.0,16,1
616,12,Armsdealing 29,Reading,Armsdealing 29,3294.7,16,6
617,13,Armsdealing 29,Reading,Armsdealing 29,3296.0,16,6
619,32,Armsdealing 29,Reading,Armsdealing 29,3299.3,16,6
620,53,Armsdealing 29,Draging,Armsdealing 29,3307.2,16,4
621,29,Armsdealing 77,Doc_open,Armsdealing 77,3321.0,16,5
622,1483,Armsdealing 8,Doc_open,Armsdealing 8,3325.8,16,5
623,61,Armsdealing 8,Reading,Armsdealing 8,3325.9,16,6
625,129,Armsdealing 8,Reading,Armsdealing 8,3336.7,16,6
626,10,Kasem and Khouri in GAza,Add note,0,3351.2,16,8
627,86,Armsdealing 8,Reading,Armsdealing 8,3370.7,16,6
